循环次数,Time,Voltage,剩余寿命(RUL)
38,2222.84,4.048,1070
39,2219.5,4.048,1069
40,2216.72,4.047,1068
41,2214.41,4.047,1067
42,2212.41,4.047,1066
43,2210.16,4.047,1065
44,2208.59,4.047,1064
45,2206.09,4.047,1063
46,2203.88,4.047,1062
47,2201.84,4.046,1061
48,2199.88,4.046,1060
49,2198.59,4.046,1059
50,2196.94,4.046,1058
51,2195.53,4.046,1057
52,2193.75,4.046,1056
53,2192.06,4.046,1055
54,2190.12,4.045,1054
55,2188.81,4.045,1053
56,2187.81,4.045,1052
57,2186.69,4.045,1051
58,2183.56,4.045,1050
59,2183.62,4.028,1049
60,206762.91,4.272,1048
61,2185.89,4.005,1047
62,2186.37,4.008,1046
63,2185.53,4.009,1045
64,2183.17,4.009,1044
65,2181.19,4.01,1043
66,2179.49,4.009,1042
67,2176.51,4.01,1041
68,2174.41,4.011,1040
69,2171.88,4.011,1039
70,2169.8,4.011,1038
71,2168.45,4.012,1037
72,2166.11,4.011,1036
73,2163.94,4.012,1035
74,2161.76,4.011,1034
75,2159.23,4.012,1033
76,2157.86,4.012,1032
77,2155.67,4.011,1031
78,2154.39,4.011,1030
79,2152.8,4.011,1029
80,2150.84,4.011,1028
81,2149.03,4.011,1027
82,2147.08,4.01,1026
83,2144.22,4.01,1025
84,2153.16,4.024,1024
85,2151.28,4.009,1023
86,2150.06,4.01,1022
87,2147.06,4.009,1021
88,2144.41,4.009,1020
89,2142.0,4.009,1019
90,2140.59,4.01,1018
91,2138.5,4.009,1017
92,2136.47,4.009,1016
93,2134.0,4.009,1015
94,2131.88,4.008,1014
95,2129.62,4.008,1013
96,2128.09,4.008,1012
97,2126.28,4.008,1011
98,2124.53,4.007,1010
99,2123.41,4.007,1009
100,2121.16,4.007,1008
101,2119.66,4.006,1007
102,2118.38,4.006,1006
103,2116.62,4.006,1005
104,2115.5,4.006,1004
105,2114.19,4.006,1003
106,2105.12,3.989,1002
107,2105.56,4.003,1001
108,2114.94,4.017,1000
109,203725.7,4.271,999
110,2125.57,3.997,998
111,2127.55,4.0,997
112,2126.82,4.001,996
113,2125.22,4.001,995
114,2124.22,4.002,994
115,2121.12,4.002,993
116,2118.53,4.002,992
117,2116.48,4.003,991
118,2113.77,4.003,990
119,2111.2,4.003,989
120,2108.48,4.003,988
121,2106.11,4.003,987
122,2104.28,4.004,986
123,2101.89,4.004,985
124,2099.23,4.004,984
125,2096.67,4.003,983
126,2094.02,4.003,982
127,2091.81,4.003,981
128,2090.08,4.003,980
129,2088.2,4.003,979
130,2086.09,4.003,978
131,2084.31,4.002,977
132,2081.41,4.002,976
133,2087.38,4.015,975
134,2086.5,4.0,974
135,2084.88,4.001,973
136,2081.91,4.001,972
137,2079.44,4.001,971
138,2076.53,4.001,970
139,2073.66,4.0,969
140,2072.22,4.0,968
141,2070.38,4.0,967
142,2068.22,4.0,966
143,2065.72,4.0,965
144,2062.38,3.998,964
145,2060.62,3.999,963
146,2058.56,3.999,962
147,2057.06,3.998,961
148,2056.0,3.999,960
149,2054.06,3.998,959
150,2052.75,3.998,958
151,2050.78,3.998,957
152,2049.12,3.998,956
153,2048.38,3.997,955
154,2046.56,3.997,954
155,2045.38,3.997,953
156,2040.44,3.996,952
157,2046.31,4.009,951
158,2063.58,3.99,950
159,2065.12,3.992,949
160,2062.34,3.993,948
161,2060.26,3.993,947
162,2057.76,3.994,946
163,2055.78,3.995,945
164,2052.64,3.995,944
165,2049.85,3.996,943
166,2047.59,3.996,942
167,2044.19,3.996,941
168,2041.38,3.997,940
169,2039.09,3.996,939
170,2036.98,3.996,938
171,2035.0,3.997,937
172,2032.91,3.996,936
173,2027.97,3.995,935
174,2028.0,3.995,934
175,2025.31,3.995,933
176,2023.94,3.995,932
177,2022.17,3.995,931
178,2020.52,3.995,930
179,2018.69,3.994,929
180,2015.39,3.993,928
181,2020.0,4.006,927
182,2020.69,3.992,926
183,2019.62,3.993,925
184,2017.12,3.993,924
185,2014.19,3.993,923
186,2012.41,3.993,922
187,2004.0,3.992,921
188,2007.62,3.992,920
189,2004.81,3.992,919
190,2003.62,3.991,918
191,2001.31,3.991,917
192,1999.41,3.991,916
193,1992.0,3.99,915
194,1995.38,3.99,914
195,1993.56,3.99,913
196,1992.0,3.99,912
197,1990.38,3.99,911
198,1989.5,3.99,910
199,1987.69,3.99,909
200,1987.0,3.989,908
201,1985.12,3.989,907
202,1983.88,3.989,906
203,1983.12,3.989,905
204,1976.12,3.987,904
205,1979.81,3.999,903
206,200853.38,4.269,902
207,2004.32,3.979,901
208,2009.28,3.983,900
209,2007.71,3.984,899
210,2006.79,3.984,898
211,2004.26,3.984,897
212,2001.82,3.986,896
213,1999.19,3.987,895
214,1996.73,3.987,894
215,1993.41,3.987,893
216,1989.98,3.988,892
217,1987.2,3.988,891
218,1984.12,3.987,890
219,1981.83,3.988,889
220,1979.58,3.988,888
221,1977.06,3.988,887
222,1974.34,3.987,886
223,1971.61,3.987,885
224,1969.05,3.987,884
225,1966.16,3.987,883
226,1964.28,3.986,882
227,1962.11,3.986,881
228,1960.67,3.986,880
229,1956.45,3.985,879
230,1957.31,3.996,878
231,1958.56,3.983,877
232,1958.88,3.985,876
233,1956.34,3.985,875
234,1953.16,3.984,874
235,1950.94,3.984,873
236,1948.09,3.984,872
237,1945.09,3.983,871
238,1942.91,3.983,870
239,1941.22,3.983,869
240,1939.5,3.983,868
241,1937.84,3.983,867
242,1935.19,3.982,866
243,1932.47,3.982,865
244,1930.16,3.982,864
245,1928.22,3.981,863
246,1926.53,3.981,862
247,1925.66,3.981,861
248,1924.31,3.981,860
249,1923.0,3.98,859
250,1921.75,3.98,858
251,1920.31,3.98,857
252,1918.44,3.979,856
253,1909.44,3.978,855
254,1911.75,3.989,854
255,1920.54,3.978,853
256,1918.21,3.978,852
257,1915.55,3.978,851
258,1913.02,3.978,850
259,1911.07,3.978,849
260,1908.54,3.978,848
261,1905.38,3.976,847
262,1902.79,3.977,846
263,1901.02,3.976,845
264,1898.27,3.976,844
265,1896.61,3.976,843
266,1894.62,3.976,842
267,1893.91,3.976,841
268,1892.48,3.976,840
269,1890.62,3.975,839
270,1890.01,3.975,838
271,1888.64,3.975,837
272,1886.94,3.974,836
273,1886.5,3.974,835
274,1886.5,3.974,834
275,1885.64,3.974,833
276,1873.23,3.973,832
277,1867.69,3.969,831
278,1873.03,3.981,830
279,1888.44,3.973,829
280,1887.72,3.974,828
281,1885.66,3.975,827
282,1881.75,3.974,826
283,1879.66,3.974,825
284,1877.72,3.975,824
285,1875.47,3.975,823
286,1873.88,3.975,822
287,1872.0,3.975,821
288,1869.56,3.974,820
289,1867.25,3.974,819
290,1865.66,3.973,818
291,1864.09,3.973,817
292,1862.75,3.973,816
293,1860.78,3.973,815
294,1859.38,3.973,814
295,1857.38,3.973,813
296,1855.84,3.973,812
297,1853.41,3.972,811
298,1848.0,3.971,810
299,1847.53,3.971,809
300,1824.0,3.966,808
301,1830.06,3.964,807
302,1834.12,3.975,806
303,199941.6,4.265,805
304,1889.38,3.965,804
305,1895.68,3.97,803
306,1897.41,3.971,802
307,1896.22,3.972,801
308,1894.08,3.973,800
309,1891.14,3.974,799
310,1888.64,3.975,798
311,1884.58,3.975,797
312,1881.5,3.976,796
313,1888.73,3.981,795
314,1875.61,3.976,794
315,1872.38,3.976,793
316,1868.05,3.975,792
317,1865.47,3.975,791
318,1863.14,3.974,790
319,1860.09,3.974,789
320,1857.8,3.974,788
321,1854.72,3.973,787
322,1852.19,3.973,786
323,1849.77,3.973,785
324,1847.36,3.973,784
325,1841.34,3.972,783
326,1836.19,3.971,782
327,1832.78,3.979,781
328,1840.47,3.968,780
329,1841.22,3.971,779
330,1837.97,3.971,778
331,1834.84,3.97,777
332,1830.72,3.969,776
333,1829.53,3.969,775
334,1826.91,3.969,774
335,1824.12,3.969,773
336,1822.75,3.969,772
337,1821.16,3.969,771
338,1818.56,3.968,770
339,1816.31,3.968,769
340,1813.94,3.968,768
341,1812.19,3.968,767
342,1809.34,3.967,766
343,1807.34,3.967,765
344,1805.59,3.966,764
345,1804.56,3.967,763
346,1803.38,3.967,762
347,1801.94,3.966,761
348,1800.41,3.966,760
349,1795.88,3.964,759
350,1781.19,3.962,758
351,1780.62,3.969,757
352,1799.52,3.957,756
353,1804.38,3.961,755
354,1802.75,3.962,754
355,1801.57,3.962,753
356,17.57,3.078,752
357,1799.39,3.964,751
358,1797.15,3.964,750
359,1794.27,3.965,749
360,1791.39,3.965,748
361,1788.32,3.965,747
362,1785.05,3.965,746
363,1781.92,3.965,745
364,1779.84,3.965,744
382,1741.31,3.957,726
383,1739.48,3.957,725
384,1738.36,3.957,724
385,1736.91,3.957,723
386,1735.0,3.957,722
387,1732.92,3.957,721
388,1730.34,3.956,720
389,1728.88,3.956,719
390,1726.78,3.956,718
391,1724.97,3.956,717
392,1724.33,3.956,716
393,1722.31,3.956,715
394,1721.0,3.956,714
395,1719.78,3.955,713
396,1717.72,3.955,712
397,1715.09,3.955,711
398,1702.66,3.956,710
399,198273.31,4.26,709
400,1745.86,3.943,708
401,1754.11,3.949,707
402,1755.01,3.95,706
403,1754.11,3.952,705
404,1751.49,3.953,704
405,1747.45,3.954,703
406,1744.06,3.955,702
407,1741.02,3.955,701
408,1736.99,3.955,700
409,1733.15,3.955,699
410,1730.05,3.954,698
411,1725.8,3.954,697
412,1722.88,3.953,696
413,1719.66,3.953,695
414,1715.88,3.953,694
415,1712.39,3.952,693
416,1708.92,3.952,692
417,1704.03,3.951,691
418,1702.84,3.951,690
419,1699.3,3.95,689
420,1696.74,3.95,688
421,1692.0,3.95,687
422,1686.52,3.949,686
423,1679.59,3.953,685
424,1690.28,3.946,684
425,1690.38,3.948,683
426,816.0,3.948,682
427,1690.05,3.942,681
428,1693.05,3.947,680
429,1690.27,3.947,679
430,1687.1,3.947,678
431,1684.48,3.947,677
432,1681.57,3.946,676
433,1678.66,3.946,675
434,1675.59,3.946,674
435,1672.64,3.945,673
436,1669.95,3.945,672
437,1668.0,3.946,671
438,1666.59,3.946,670
439,1664.35,3.946,669
440,1661.7,3.945,668
441,1659.42,3.945,667
442,1657.08,3.945,666
443,1655.45,3.945,665
444,1652.51,3.944,664
445,1649.84,3.944,663
446,1647.73,3.944,662
447,1639.59,3.942,661
448,1624.06,3.937,660
449,1618.36,3.941,659
450,1663.87,3.936,658
451,1669.12,3.94,657
452,1667.68,3.941,656
453,1665.02,3.941,655
454,1663.3,3.942,654
455,1659.71,3.942,653
456,1655.3,3.943,652
457,1651.65,3.944,651
458,1647.37,3.944,650
459,1645.28,3.944,649
460,1641.47,3.944,648
461,1638.49,3.943,647
462,1635.22,3.942,646
463,1633.81,3.942,645
464,1713.19,3.942,644
465,1701.98,3.935,643
466,1695.58,3.932,642
467,1601.7,3.934,641
468,1608.06,3.937,640
469,1607.22,3.938,639
470,1607.33,3.938,638
471,1603.48,3.937,637
472,1596.38,3.936,636
474,1556.32,3.924,634
475,1562.34,3.928,633
476,1561.7,3.93,632
477,1559.65,3.93,631
478,1557.5,3.93,630
479,1555.43,3.929,629
480,1552.84,3.93,628
481,1550.21,3.929,627
482,1546.82,3.929,626
483,1544.22,3.929,625
484,1541.98,3.928,624
485,1540.41,3.928,623
486,1539.17,3.928,622
487,1537.34,3.928,621
488,1534.69,3.927,620
489,1532.76,3.926,619
490,1530.36,3.926,618
491,1527.39,3.926,617
492,1525.56,3.926,616
493,1524.03,3.925,615
494,1521.86,3.925,614
495,1521.52,3.925,613
496,1513.47,3.924,612
497,1504.5,3.925,611
498,197086.37,4.252,610
499,1563.9,3.914,609
500,1575.39,3.921,608
501,1579.58,3.925,607
502,1578.24,3.927,606
503,1574.72,3.928,605
504,1571.01,3.929,604
505,1565.6,3.928,603
506,1562.43,3.928,602
507,1557.6,3.928,601
508,1552.1,3.927,600
509,1547.71,3.926,599
510,1543.55,3.926,598
511,1540.19,3.926,597
512,1535.81,3.925,596
513,1531.91,3.925,595
514,1527.89,3.924,594
515,1631.36,3.924,593
516,1613.38,3.916,592
517,1606.49,3.913,591
518,1601.89,3.913,590
519,1598.28,3.912,589
520,1595.55,3.912,588
521,1589.25,3.909,587
522,1569.31,3.903,586
523,1587.41,3.902,585
524,1592.53,3.907,584
525,1592.19,3.908,583
526,1590.53,3.909,582
527,1588.16,3.908,581
528,1585.41,3.908,580
529,1583.12,3.907,579
530,1581.38,3.907,578
531,1578.88,3.907,577
532,1577.19,3.907,576
533,1575.22,3.907,575
534,1572.84,3.906,574
535,1570.78,3.906,573
536,1568.59,3.906,572
537,1566.31,3.905,571
538,1564.06,3.904,570
539,1561.94,3.905,569
540,1560.0,3.904,568
541,1558.62,3.904,567
542,1557.16,3.903,566
543,1555.38,3.903,565
544,1549.97,3.902,564
545,1532.94,3.896,563
546,1519.5,3.892,562
547,1548.69,3.891,561
548,1550.75,3.899,560
549,1549.38,3.901,559
550,1546.62,3.9,558
551,1543.88,3.9,557
552,1544.12,3.901,556
553,1540.25,3.9,555
554,1538.0,3.9,554
555,1537.94,3.901,553
556,1535.44,3.9,552
557,1533.31,3.901,551
558,1530.06,3.9,550
559,1528.12,3.9,549
560,1524.0,3.899,548
561,1525.5,3.899,547
562,1523.56,3.899,546
563,1521.69,3.899,545
564,1519.31,3.898,544
565,1517.19,3.898,543
566,1514.31,3.897,542
567,1510.0,3.897,541
568,1499.31,3.892,540
569,1489.62,3.888,539
570,1485.62,3.887,538
571,1509.31,3.892,537
572,1510.44,3.894,536
573,1508.38,3.894,535
574,1505.31,3.893,534
575,1500.0,3.893,533
576,1501.44,3.893,532
577,1499.69,3.892,531
578,1497.12,3.892,530
579,1496.81,3.893,529
580,1496.31,3.893,528
581,1495.88,3.893,527
582,1494.94,3.893,526
583,1493.56,3.892,525
584,1492.44,3.893,524
585,1489.81,3.893,523
586,1487.94,3.893,522
587,1485.75,3.892,521
588,1482.75,3.892,520
589,1480.75,3.892,519
590,1478.25,3.891,518
591,1467.62,3.887,517
592,1455.38,3.882,516
593,1449.88,3.88,515
594,1439.75,3.876,514
595,191250.79,4.241,513
596,1489.18,3.869,512
597,1505.34,3.881,511
598,1511.52,3.886,510
599,1512.67,3.888,509
600,1510.72,3.889,508
601,1508.99,3.89,507
602,1506.24,3.889,506
603,1503.49,3.89,505
604,1499.01,3.889,504
605,1493.85,3.887,503
606,1489.28,3.887,502
607,1485.06,3.886,501
608,1482.08,3.886,500
609,1478.53,3.886,499
610,1475.56,3.885,498
611,1472.47,3.885,497
612,1469.16,3.885,496
613,1467.05,3.884,495
614,1463.3,3.883,494
615,1459.94,3.882,493
616,1458.08,3.882,492
617,1455.25,3.881,491
618,1446.59,3.88,490
619,1427.78,3.871,489
620,1449.38,3.874,488
621,1454.16,3.879,487
622,1454.25,3.879,486
623,1452.16,3.881,485
624,1449.78,3.88,484
625,1447.34,3.88,483
626,1444.59,3.88,482
627,1442.53,3.879,481
628,1440.06,3.879,480
629,1438.09,3.879,479
630,1436.66,3.878,478
631,1435.16,3.878,477
632,1433.19,3.878,476
633,1431.59,3.878,475
634,1428.0,3.878,474
635,1426.72,3.878,473
636,1423.56,3.877,472
637,1422.22,3.877,471
638,1420.5,3.876,470
639,1419.5,3.876,469
640,1417.5,3.876,468
641,1412.38,3.875,467
642,1395.97,3.867,466
645,1429.89,3.874,463
646,1425.22,3.875,462
647,1421.06,3.875,461
648,1418.02,3.875,460
649,1415.78,3.874,459
650,1413.25,3.874,458
651,1410.95,3.875,457
652,1404.0,3.874,456
653,1406.23,3.874,455
654,1404.39,3.873,454
655,1401.91,3.873,453
656,1400.67,3.872,452
657,1398.46,3.872,451
658,1396.38,3.871,450
659,1389.7,3.869,449
660,1371.3,3.862,448
661,1360.7,3.858,447
662,1354.98,3.854,446
663,1362.17,3.858,445
664,1353.8,3.856,444
665,1358.81,3.857,443
666,1368.8,3.862,442
667,1374.88,3.863,441
668,1386.97,3.865,440
669,1384.06,3.866,439
670,1382.69,3.867,438
671,1380.47,3.867,437
672,1378.53,3.867,436
673,1376.5,3.866,435
674,1374.69,3.866,434
675,1372.44,3.866,433
676,1370.16,3.866,432
677,1368.03,3.865,431
678,1366.12,3.865,430
679,1364.38,3.864,429
680,1362.25,3.864,428
681,1360.47,3.863,427
682,1355.0,3.862,426
683,1343.84,3.857,425
684,1332.94,3.852,424
685,1328.09,3.85,423
686,1328.84,3.85,422
687,1322.72,3.849,421
688,1317.78,3.847,420
689,1312.81,3.845,419
690,1312.41,3.844,418
691,1312.06,3.841,417
692,188721.7,4.232,416
693,1288.32,3.842,415
694,1294.4,3.856,414
695,1296.13,3.858,413
696,1293.15,3.859,412
697,1288.9,3.86,411
698,1285.47,3.859,410
699,1280.7,3.86,409
700,1264.99,3.856,408
701,1247.59,3.849,407
702,1240.99,3.847,406
703,1237.34,3.847,405
704,1233.92,3.847,404
705,1232.93,3.847,403
706,1229.66,3.846,402
707,1225.98,3.845,401
708,1222.75,3.845,400
709,1219.16,3.844,399
710,1216.92,3.843,398
711,1214.05,3.843,397
712,1214.16,3.843,396
713,1213.31,3.843,395
714,1211.73,3.844,394
715,1197.5,3.84,393
716,1179.91,3.831,392
717,1204.56,3.839,391
718,1204.53,3.842,390
719,1202.31,3.844,389
720,1200.03,3.844,388
721,1196.78,3.844,387
722,1192.12,3.843,386
723,1191.0,3.843,385
724,1187.12,3.842,384
725,1186.03,3.842,383
726,1184.28,3.843,382
727,1182.84,3.843,381
728,1182.34,3.843,380
729,1181.44,3.842,379
730,1181.34,3.842,378
731,1178.03,3.841,377
732,1177.47,3.84,376
733,1171.88,3.837,375
734,1169.09,3.837,374
735,1167.31,3.837,373
736,1166.91,3.837,372
737,1166.5,3.838,371
738,1161.91,3.836,370
739,1149.75,3.831,369
740,1139.59,3.824,368
741,1160.75,3.83,367
742,1166.75,3.835,366
743,1165.5,3.836,365
744,1164.12,3.836,364
745,1162.31,3.836,363
746,1158.81,3.835,362
747,1154.94,3.835,361
748,1151.06,3.835,360
749,1140.0,3.835,359
750,1148.88,3.835,358
751,1148.25,3.835,357
752,1147.94,3.835,356
753,1146.75,3.835,355
754,1146.25,3.834,354
755,1143.94,3.834,353
756,1141.5,3.833,352
757,1139.12,3.831,351
758,1138.69,3.832,350
759,1138.44,3.832,349
760,1138.81,3.832,348
761,1138.19,3.831,347
762,1130.31,3.828,346
763,1120.56,3.826,345
764,1118.0,3.822,344
765,1141.31,3.829,343
766,1147.69,3.833,342
767,1149.31,3.834,341
768,1149.38,3.836,340
769,1146.56,3.835,339
770,1144.94,3.836,338
771,1143.31,3.835,337
772,1140.38,3.835,336
773,1137.25,3.835,335
774,1135.69,3.835,334
775,1133.5,3.835,333
776,1130.69,3.834,332
777,1128.0,3.834,331
778,1124.38,3.833,330
779,1122.25,3.832,329
780,1119.62,3.832,328
781,1118.38,3.831,327
782,1117.19,3.832,326
783,1117.25,3.831,325
784,1112.88,3.83,324
785,1108.5,3.828,323
786,1103.56,3.825,322
787,1096.75,3.824,321
788,1085.62,3.814,320
789,192383.59,4.225,319
790,1131.78,3.822,318
791,1131.33,3.829,317
792,1131.26,3.831,316
793,1130.66,3.831,315
794,1129.73,3.832,314
795,1129.35,3.831,313
796,1127.74,3.831,312
797,1125.09,3.83,311
798,1122.72,3.83,310
799,1115.23,3.827,309
800,1115.42,3.828,308
801,1108.32,3.826,307
802,1108.61,3.825,306
803,1111.23,3.826,305
804,1110.39,3.826,304
805,1116.39,3.829,303
806,1118.36,3.829,302
807,1115.27,3.83,301
808,1113.44,3.829,300
809,1107.94,3.828,299
810,1105.11,3.827,298
811,1103.3,3.828,297
812,1094.36,3.823,296
813,1085.75,3.816,295
814,1104.44,3.823,294
815,1103.53,3.824,293
816,1102.31,3.825,292
817,1100.94,3.824,291
818,1099.94,3.824,290
819,1097.66,3.824,289
820,1095.97,3.822,288
821,1094.88,3.823,287
822,1058.09,3.777,286
823,1085.59,3.819,285
824,1082.09,3.819,284
825,1079.09,3.819,283
826,1078.84,3.818,282
827,1086.09,3.82,281
828,1082.62,3.819,280
829,1083.97,3.82,279
830,1081.94,3.819,278
831,1082.28,3.821,277
832,1080.5,3.819,276
833,1083.53,3.821,275
834,1077.12,3.82,274
835,1074.19,3.819,273
836,1068.53,3.819,272
837,1063.31,3.809,271
838,1079.44,3.817,270
839,1078.88,3.821,269
840,1078.31,3.821,268
841,1078.94,3.821,267
842,1080.19,3.822,266
843,1081.0,3.822,265
844,1081.06,3.822,264
845,1081.38,3.823,263
846,1077.19,3.823,262
847,1070.81,3.821,261
848,1065.75,3.819,260
849,1062.0,3.818,259
850,1062.12,3.818,258
851,1060.56,3.817,257
852,1058.31,3.817,256
853,1055.81,3.816,255
854,1057.06,3.817,254
855,1055.88,3.816,253
856,1057.81,3.817,252
857,1051.94,3.814,251
858,1048.06,3.813,250
859,1047.06,3.813,249
860,1041.0,3.811,248
861,1036.62,3.805,247
862,1052.06,3.811,246
863,1052.88,3.815,245
864,1052.56,3.816,244
865,1050.94,3.816,243
866,1050.19,3.816,242
867,1051.25,3.816,241
868,1049.69,3.815,240
869,1045.56,3.816,239
870,1040.19,3.814,238
871,1038.44,3.812,237
872,1033.0,3.811,236
873,1034.44,3.812,235
874,1029.25,3.81,234
875,1033.31,3.812,233
876,1032.62,3.81,232
877,1033.62,3.812,231
878,1036.19,3.813,230
879,1037.12,3.815,229
880,1027.81,3.811,228
881,1024.69,3.809,227
882,1022.06,3.809,226
883,1016.44,3.806,225
884,1015.0,3.806,224
891,1044.22,3.805,217
892,1032.0,3.809,216
893,1037.5,3.81,215
894,1029.76,3.808,214
895,1025.38,3.807,213
896,1021.18,3.805,212
897,1020.09,3.805,211
898,1021.09,3.806,210
899,1016.7,3.805,209
900,1019.74,3.807,208
901,1021.12,3.808,207
902,1019.39,3.807,206
903,1019.78,3.807,205
904,1017.95,3.807,204
905,1018.2,3.807,203
906,1016.8,3.808,202
907,1013.38,3.806,201
908,1008.81,3.805,200
909,988.12,3.792,199
910,190929.92,4.213,198
911,1006.98,3.796,197
912,1006.53,3.803,196
913,1008.48,3.804,195
914,1007.23,3.805,194
915,1006.21,3.805,193
916,1006.34,3.804,192
917,1004.12,3.805,191
918,1002.78,3.805,190
919,1000.83,3.804,189
920,997.8,3.803,188
921,995.88,3.802,187
922,994.47,3.801,186
923,995.43,3.801,185
924,995.69,3.802,184
925,995.67,3.803,183
926,995.97,3.803,182
927,994.14,3.802,181
928,990.72,3.801,180
929,984.61,3.799,179
930,978.47,3.798,178
931,973.92,3.797,177
932,970.05,3.795,176
933,959.74,3.79,175
934,953.34,3.783,174
935,972.31,3.793,173
936,971.41,3.795,172
937,965.62,3.793,171
938,968.12,3.793,170
939,969.62,3.793,169
940,971.72,3.793,168
941,974.66,3.795,167
942,972.06,3.795,166
943,973.72,3.798,165
944,972.28,3.798,164
945,970.16,3.798,163
946,967.78,3.798,162
947,966.41,3.797,161
948,965.75,3.796,160
949,965.97,3.797,159
950,964.72,3.796,158
951,964.41,3.796,157
952,962.72,3.796,156
953,961.47,3.795,155
954,960.53,3.795,154
955,952.38,3.793,153
956,944.91,3.79,152
957,935.19,3.786,151
958,924.0,3.775,150
959,946.19,3.787,149
960,942.38,3.788,148
961,938.31,3.786,147
962,937.56,3.787,146
963,938.75,3.787,145
964,942.69,3.786,144
965,938.69,3.787,143
966,938.5,3.787,142
967,939.12,3.788,141
968,938.88,3.789,140
969,938.56,3.789,139
970,938.12,3.789,138
971,937.19,3.79,137
972,937.38,3.79,136
973,937.69,3.79,135
974,938.12,3.79,134
975,936.5,3.789,133
976,934.94,3.789,132
977,933.0,3.788,131
978,928.25,3.788,130
979,921.12,3.784,129
980,909.62,3.781,128
981,907.38,3.78,127
982,903.62,3.771,126
983,917.94,3.78,125
984,912.19,3.782,124
985,911.06,3.782,123
986,909.88,3.782,122
987,910.88,3.782,121
988,910.44,3.781,120
989,911.56,3.782,119
990,910.31,3.781,118
991,910.5,3.782,117
992,910.44,3.783,116
993,910.5,3.782,115
994,909.62,3.782,114
995,906.62,3.781,113
996,902.56,3.78,112
997,904.19,3.781,111
998,905.12,3.78,110
999,908.75,3.784,109
1000,899.5,3.781,108
1001,896.81,3.78,107
1002,892.31,3.777,106
1003,886.12,3.775,105
1004,880.69,3.773,104
1005,873.38,3.769,103
1006,864.19,3.76,102
1007,190985.99,4.203,101
1008,881.79,3.765,100
1009,871.9,3.768,99
1010,870.11,3.768,98
1011,869.98,3.769,97
1012,870.08,3.769,96
1013,871.07,3.77,95
1014,871.37,3.769,94
1015,870.78,3.769,93
1016,868.06,3.768,92
1017,867.55,3.768,91
1018,864.38,3.767,90
1019,863.16,3.767,89
1020,861.09,3.766,88
1021,859.96,3.766,87
1022,860.05,3.766,86
1023,859.88,3.767,85
1024,860.73,3.768,84
1025,859.94,3.769,83
1026,859.88,3.767,82
1027,858.45,3.768,81
1028,858.23,3.767,80
1029,857.62,3.767,79
1030,855.14,3.767,78
1031,844.5,3.763,77
1032,829.72,3.75,76
1033,842.59,3.759,75
1034,846.5,3.762,74
1035,843.72,3.761,73
1036,841.66,3.761,72
1037,842.59,3.761,71
1038,842.75,3.761,70
1039,842.19,3.762,69
1040,841.44,3.762,68
1041,841.25,3.762,67
1042,839.03,3.761,66
1043,838.31,3.762,65
1044,839.41,3.763,64
1045,836.22,3.762,63
1046,832.94,3.762,62
1047,833.19,3.761,61
1048,833.53,3.762,60
1049,831.47,3.761,59
1050,830.47,3.761,58
1051,829.34,3.761,57
1052,827.62,3.761,56
1053,825.06,3.76,55
1054,821.97,3.759,54
1055,817.88,3.757,53
1056,810.09,3.753,52
1057,802.44,3.743,51
1058,815.25,3.751,50
1059,816.62,3.753,49
1060,817.88,3.755,48
1061,817.12,3.755,47
1062,816.31,3.755,46
1063,819.0,3.756,45
1064,820.44,3.756,44
1065,820.38,3.757,43
1066,818.06,3.758,42
1067,816.0,3.757,41
1068,813.25,3.757,40
1069,811.69,3.756,39
1070,810.38,3.756,38
1071,808.31,3.755,37
1072,805.62,3.755,36
1073,805.44,3.754,35
1074,805.69,3.754,34
1075,807.81,3.754,33
1076,807.31,3.755,32
1077,806.5,3.755,31
1078,802.56,3.754,30
1079,798.94,3.752,29
1080,790.06,3.749,28
1081,780.0,3.746,27
1082,781.5,3.737,26
1083,794.44,3.745,25
1084,789.25,3.746,24
1085,791.81,3.747,23
1086,793.62,3.75,22
1087,793.94,3.751,21
1088,791.06,3.75,20
1089,788.06,3.749,19
1090,786.69,3.75,18
1091,787.06,3.75,17
1092,786.5,3.75,16
1093,784.19,3.749,15
1094,784.38,3.75,14
1095,782.06,3.749,13
1096,781.19,3.749,12
1097,779.81,3.748,11
1098,776.88,3.748,10
1099,777.06,3.747,9
1100,776.31,3.747,8
1101,777.69,3.748,7
1102,777.12,3.748,6
1103,774.06,3.746,5
1104,765.31,3.744,4
1105,763.0,3.742,3
1106,759.31,3.742,2
1107,749.75,3.73,1
1108,958320.37,4.2,0
1,2590.5,3.667,1104
2,7387.45,4.242,1103
3,7361.89,4.245,1102
4,7356.38,4.246,1101
6,64805.89,4.288,1099
7,3329.98,3.699,1098
8,6029.98,4.047,1097
9,6029.98,4.05,1096
10,6029.99,4.047,1095
11,425208.02,4.269,1094
12,2270.4,4.038,1093
13,2265.6,4.042,1092
14,2265.6,4.043,1091
15,2263.2,4.043,1090
16,2260.8,4.044,1089
17,2258.4,4.044,1088
18,2253.6,4.045,1087
19,2251.2,4.045,1086
20,2248.8,4.045,1085
21,2246.4,4.045,1084
22,2244.0,4.045,1083
23,2239.2,4.046,1082
24,2241.59,4.046,1081
25,2239.2,4.046,1080
26,2236.8,4.046,1079
27,2234.41,4.046,1078
28,2232.0,4.046,1077
29,2229.59,4.046,1076
