电池ID,测试序号,唯一ID,文件名,Capacity,Temperature
B0033,350,2763,02763.csv,0.23531995654070248,24
B0033,352,2765,02765.csv,0.23550427837482876,24
B0033,354,2767,02767.csv,0.4304242256752923,24
B0033,358,2771,02771.csv,0.46436333202696434,24
B0033,360,2773,02773.csv,0.3994839380247729,24
B0033,362,2775,02775.csv,1.461469789426299,24
B0033,364,2777,02777.csv,1.4150999545382532,24
B0033,366,2779,02779.csv,1.383632373873956,24
B0033,370,2783,02783.csv,1.3705402893609833,24
B0033,372,2785,02785.csv,1.3557042566115398,24
B0033,374,2787,02787.csv,1.3578385793919763,24
B0033,376,2789,02789.csv,1.3609083979571395,24
B0033,378,2791,02791.csv,1.3495626547684758,24
B0033,382,2795,02795.csv,1.1888877132486642,24
B0033,386,2799,02799.csv,1.5041493934608645,24
B0033,388,2801,02801.csv,1.4899088638712767,24
B0033,390,2803,02803.csv,1.475330178643193,24
B0033,392,2805,02805.csv,1.459830765413703,24
B0033,394,2807,02807.csv,1.4474169057725728,24
B0033,398,2811,02811.csv,1.4676323674647154,24
B0033,400,2813,02813.csv,1.441552493165527,24
B0033,402,2815,02815.csv,1.418392873584403,24
B0033,404,2817,02817.csv,1.4031824838852518,24
B0033,406,2819,02819.csv,1.3911104661211642,24
B0033,410,2823,02823.csv,1.4086019958134537,24
B0033,412,2825,02825.csv,1.4137708903948947,24
B0033,414,2827,02827.csv,1.412472234540845,24
B0033,416,2829,02829.csv,1.3831900026575588,24
B0033,418,2831,02831.csv,1.3646098107432565,24
B0033,422,2835,02835.csv,1.369751365782437,24
B0033,424,2837,02837.csv,1.3867946911071662,24
B0033,426,2839,02839.csv,1.3918615875742792,24
B0033,428,2841,02841.csv,1.377162352180965,24
B0033,430,2843,02843.csv,1.3599525359390852,24
B0033,434,2847,02847.csv,1.379779043170725,24
B0033,438,2851,02851.csv,1.3631373661966442,24
B0033,440,2853,02853.csv,1.3652295228794809,24
B0033,442,2855,02855.csv,1.3498620694059131,24
B0033,444,2857,02857.csv,1.3529504172332432,24
B0033,446,2859,02859.csv,1.3535740542605128,24
B0033,450,2863,02863.csv,1.3432225183905024,24
B0033,452,2865,02865.csv,1.3412081769053426,24
B0033,454,2867,02867.csv,1.3277389969987805,24
B0033,456,2869,02869.csv,1.329778900445409,24
B0033,458,2871,02871.csv,1.3356045028702495,24
B0033,462,2875,02875.csv,1.3177489685711123,24
B0033,464,2877,02877.csv,1.317605472474197,24
B0033,466,2879,02879.csv,1.3185279522072382,24
B0033,468,2881,02881.csv,1.3215397269813982,24
B0033,470,2883,02883.csv,1.3046615372928705,24
B0033,474,2887,02887.csv,1.3280324770208678,24
B0033,476,2889,02889.csv,1.3634549770713926,24
B0033,478,2891,02891.csv,1.3291316747402466,24
B0033,480,2893,02893.csv,1.3124201086917682,24
B0033,482,2895,02895.csv,1.3152825503676357,24
B0030,1,2900,02900.csv,1.6560706096175404,43
B0030,3,2902,02902.csv,1.7815548749509116,43
B0030,5,2904,02904.csv,1.761969227822918,43
B0030,7,2906,02906.csv,1.751755031874225,43
B0030,9,2908,02908.csv,1.7381688070362076,43
B0030,13,2912,02912.csv,1.7506745293461339,43
B0030,15,2914,02914.csv,1.7491047649061158,43
B0030,17,2916,02916.csv,1.7252544028765475,43
B0030,19,2918,02918.csv,1.7112621367644252,43
B0030,21,2920,02920.csv,1.6990418392711273,43
B0030,25,2924,02924.csv,1.7185770039532977,43
B0030,27,2926,02926.csv,1.70324722921867,43
B0030,29,2928,02928.csv,1.689458044662304,43
B0030,31,2930,02930.csv,1.6756136292719177,43
B0030,33,2932,02932.csv,1.6718407140871654,43
B0030,37,2936,02936.csv,1.7233056681204446,43
B0030,39,2938,02938.csv,1.709207290507283,43
B0030,41,2940,02940.csv,1.684001734344571,43
B0030,43,2942,02942.csv,1.66898698813004,43
B0030,45,2944,02944.csv,1.6620689362837142,43
B0030,49,2948,02948.csv,1.6687049625248174,43
B0030,51,2950,02950.csv,1.652762183550463,43
B0030,53,2952,02952.csv,1.648481366235244,43
B0030,55,2954,02954.csv,1.6307406443132095,43
B0030,57,2956,02956.csv,1.62323023017929,43
B0030,61,2960,02960.csv,1.6541906540394393,43
B0030,63,2962,02962.csv,1.638514396616985,43
B0030,65,2964,02964.csv,1.618847673357618,43
B0030,67,2966,02966.csv,1.6134212267751404,43
B0030,69,2968,02968.csv,1.6066443601761986,43
B0030,73,2972,02972.csv,1.6138387876938998,43
B0030,75,2974,02974.csv,1.596329501327274,43
B0030,77,2976,02976.csv,1.5890785867406987,43
B0030,79,2978,02978.csv,1.5805481432309574,43
B0030,81,2980,02980.csv,1.5846131054270807,43
B0030,85,2984,02984.csv,1.5936651221220735,43
B0030,87,2986,02986.csv,1.5849874126960888,43
B0030,89,2988,02988.csv,1.5787064969416462,43
B0030,91,2990,02990.csv,1.570705516096967,43
B0030,93,2992,02992.csv,1.562780404428482,43
B0041,0,2996,02996.csv,0.055620243768194036,4
B0041,3,2999,02999.csv,0.05569747261227687,4
B0041,5,3001,03001.csv,0.05583901629185397,4
B0041,7,3003,03003.csv,0.056148059974053,4
B0041,9,3005,03005.csv,0.05647053159913906,4
B0041,11,3007,03007.csv,0.044092291840801906,4
B0041,15,3011,03011.csv,0.05677191308141789,4
B0041,17,3013,03013.csv,0.056938376500757296,4
B0041,19,3015,03015.csv,0.04440148411312257,4
B0041,21,3017,03017.csv,0.04463435818491618,4
B0041,23,3019,03019.csv,0.04479872243657484,4
B0041,27,3023,03023.csv,0.04670898780785478,4
B0041,29,3025,03025.csv,0.04495371533089529,4
B0041,31,3027,03027.csv,0.045219329019542696,4
B0041,33,3029,03029.csv,0.04540222414694979,4
B0041,35,3031,03031.csv,0.04567901224974174,4
B0041,39,3035,03035.csv,0.04552080257033988,4
B0041,41,3037,03037.csv,0.045728541460242564,4
B0041,43,3039,03039.csv,0.045860512192502,4
B0041,45,3041,03041.csv,0.045983556030275076,4
B0041,47,3043,03043.csv,0.04612876296673401,4
B0041,51,3047,03047.csv,0.0463714545530443,4
B0041,55,3051,03051.csv,0.04642385425314327,4
B0041,57,3053,03053.csv,0.046579469530564604,4
B0041,59,3055,03055.csv,0.04672600894839656,4
B0041,61,3057,03057.csv,0.046863472432443716,4
B0041,63,3059,03059.csv,0.047123070484888584,4
B0041,67,3063,03063.csv,0.047089685801538064,4
B0041,69,3065,03065.csv,0.04716816990682447,4
B0041,71,3067,03067.csv,0.047416623395846624,4
B0041,73,3069,03069.csv,0.04747365818614322,4
B0041,75,3071,03071.csv,0.04767107168829607,4
B0041,79,3075,03075.csv,0.04775614866793622,4
B0041,81,3077,03077.csv,0.04783369052905227,4
B0041,83,3079,03079.csv,0.047922817158937946,4
B0041,85,3081,03081.csv,0.048108024971614455,4
B0041,87,3083,03083.csv,0.04808782735825877,4
B0041,91,3087,03087.csv,0.04842261926326617,4
B0041,93,3089,03089.csv,0.04798649525462829,4
B0041,95,3091,03091.csv,0.04822175200495124,4
B0041,97,3093,03093.csv,0.04787731566765343,4
B0041,99,3095,03095.csv,0.04829032055579415,4
B0041,103,3099,03099.csv,1.2156494086360898,4
B0041,107,3103,03103.csv,1.1476416320946565,4
B0041,109,3105,03105.csv,1.1194574527298193,4
B0041,111,3107,03107.csv,1.0841325641850128,4
B0041,113,3109,03109.csv,1.0607784232892656,4
B0041,115,3111,03111.csv,1.0170312865626592,4
B0041,119,3115,03115.csv,1.0000374999808574,4
B0041,121,3117,03117.csv,0.991506494786248,4
B0041,123,3119,03119.csv,0.9655644425371017,4
B0041,125,3121,03121.csv,0.9383311962439673,4
B0041,127,3123,03123.csv,0.9298903389240268,4
B0041,131,3127,03127.csv,0.9072117399448598,4
B0041,133,3129,03129.csv,0.9176870676937323,4
B0041,135,3131,03131.csv,0.9157430721963028,4
B0041,137,3133,03133.csv,0.9111662690050432,4
B0041,139,3135,03135.csv,0.8968901443572698,4
B0041,143,3139,03139.csv,0.8862133472800153,4
B0041,145,3141,03141.csv,0.8931124136187014,4
B0041,147,3143,03143.csv,0.880898507091054,4
B0041,149,3145,03145.csv,0.8798879382023741,4
B0041,151,3147,03147.csv,0.8682347537115443,4
B0041,155,3151,03151.csv,0.8443569490395516,4
B0041,157,3153,03153.csv,0.8657093203148538,4
B0041,159,3155,03155.csv,0.848696904019178,4
B0041,161,3157,03157.csv,0.8364948433646345,4
B0027,3,3162,03162.csv,1.8233077742149364,24
B0027,5,3164,03164.csv,1.8142384651167962,24
B0027,7,3166,03166.csv,1.8128596793130867,24
B0027,9,3168,03168.csv,1.8144242446739973,24
B0027,11,3170,03170.csv,1.812800333853042,24
B0027,15,3174,03174.csv,1.7946038703195293,24
B0027,19,3178,03178.csv,1.816519171293833,24
B0027,22,3181,03181.csv,1.8198335565190242,24
B0027,24,3183,03183.csv,1.816980986440728,24
B0027,26,3185,03185.csv,1.8047602710768988,24
B0027,30,3189,03189.csv,1.8021778881408677,24
B0027,34,3193,03193.csv,1.810054375611175,24
B0027,36,3195,03195.csv,1.8191618703574552,24
B0027,38,3197,03197.csv,1.806344581230731,24
B0027,40,3199,03199.csv,1.8120006378747944,24
B0027,42,3201,03201.csv,1.809238569578753,24
B0027,46,3205,03205.csv,1.7820717716005336,24
B0027,50,3209,03209.csv,1.8145504562341046,24
B0027,52,3211,03211.csv,1.809153485164282,24
B0027,54,3213,03213.csv,1.8065551508093707,24
B0027,56,3215,03215.csv,1.802401655959492,24
B0027,58,3217,03217.csv,1.7964331683322998,24
B0027,65,3224,03224.csv,1.8088036930508289,24
B0027,67,3226,03226.csv,1.7915527748749653,24
B0027,69,3228,03228.csv,1.7853375192239571,24
B0027,71,3230,03230.csv,1.793209210325309,24
B0027,73,3232,03232.csv,1.7873097711102113,24
B0027,77,3236,03236.csv,1.7700926253324452,24
B0044,2,3241,03241.csv,1.686525555152074,22
B0044,4,3243,03243.csv,1.6624606531639186,22
B0044,6,3245,03245.csv,1.6534010755700512,22
B0044,8,3247,03247.csv,1.6452145903490936,22
B0044,10,3249,03249.csv,1.635664062367341,22
B0044,14,3253,03253.csv,0,22
B0044,16,3255,03255.csv,1.6267769765146463,22
B0044,18,3257,03257.csv,1.6159715504743064,22
B0044,20,3259,03259.csv,1.6076028386649623,22
B0044,22,3261,03261.csv,1.6003360401431612,22
B0044,26,3265,03265.csv,1.5978700914991917,22
B0044,28,3267,03267.csv,1.5900310265163515,22
B0044,30,3269,03269.csv,1.5816311155652092,22
B0044,32,3271,03271.csv,1.5714556311034702,22
B0044,34,3273,03273.csv,1.563220798569978,22
B0044,38,3277,03277.csv,1.5606775388245586,22
B0044,40,3279,03279.csv,1.5523886011314287,22
B0044,42,3281,03281.csv,1.5444592876561967,22
B0044,44,3283,03283.csv,1.536558134180655,22
B0044,46,3285,03285.csv,1.5307255867941072,22
B0044,50,3289,03289.csv,1.545242808242328,22
B0044,54,3293,03293.csv,1.5397144491816253,22
B0044,56,3295,03295.csv,1.5305357077773765,22
B0044,58,3297,03297.csv,1.5199735224097084,22
B0044,60,3299,03299.csv,1.5136629526844203,22
B0044,62,3301,03301.csv,1.5012870006992953,22
B0044,66,3305,03305.csv,1.5023814734911674,22
B0044,68,3307,03307.csv,1.4980955154277502,22
B0044,70,3309,03309.csv,1.4906542391377111,22
B0044,72,3311,03311.csv,1.4843971639436213,22
B0044,74,3313,03313.csv,1.4725321936230114,22
B0044,78,3317,03317.csv,1.4663149382113208,22
B0044,80,3319,03319.csv,1.4671298468877776,22
B0044,82,3321,03321.csv,1.4593858997633138,22
B0044,84,3323,03323.csv,1.4467901368505207,22
B0044,86,3325,03325.csv,1.4390669859638228,22
B0044,90,3329,03329.csv,1.4389892550462602,22
B0044,92,3331,03331.csv,1.4386198779578576,22
B0044,94,3333,03333.csv,1.4313412096653504,22
B0044,96,3335,03335.csv,1.422973037663468,22
B0044,98,3337,03337.csv,1.4150153099745097,22
B0044,102,3341,03341.csv,0.0572172710622218,4
B0044,106,3345,03345.csv,0.0573587470253984,4
B0044,108,3347,03347.csv,0.05749687545445231,4
B0044,110,3349,03349.csv,0.05763088809888528,4
B0044,112,3351,03351.csv,0.055116913339787174,4
B0044,115,3354,03354.csv,0.06740755265748018,4
B0044,117,3356,03356.csv,0.0675676530317139,4
B0044,119,3358,03358.csv,0.055637310449156464,4
B0044,121,3360,03360.csv,0.06822433276106823,4
B0044,123,3362,03362.csv,0.056052453431514465,4
B0044,127,3366,03366.csv,0.06868220130105056,4
B0044,129,3368,03368.csv,0.06874755353346529,4
B0044,131,3370,03370.csv,0.05651439891347486,4
B0044,133,3372,03372.csv,0.05673307185387369,4
B0044,135,3374,03374.csv,0.0694133756360175,4
B0044,139,3378,03378.csv,0.05931766444664955,4
B0044,141,3380,03380.csv,0.06981707253622738,4
B0044,143,3382,03382.csv,0.05746435089694075,4
B0044,145,3384,03384.csv,0.07053774383993697,4
B0044,147,3386,03386.csv,0.05805466052344494,4
B0044,151,3390,03390.csv,0.07083992015291063,4
B0044,153,3392,03392.csv,0.058171836130525824,4
B0044,155,3394,03394.csv,0.05830515712798288,4
B0044,157,3396,03396.csv,0.05845592669367763,4
B0044,159,3398,03398.csv,0.05862986110638707,4
B0044,163,3402,03402.csv,0.05890033218383382,4
B0044,167,3406,03406.csv,0.05906467702011044,4
B0044,169,3408,03408.csv,0.07240579982844073,4
B0044,171,3410,03410.csv,0.07255632846891659,4
B0044,173,3412,03412.csv,0.05959222988909599,4
B0044,175,3414,03414.csv,0.07321709022768585,4
B0044,179,3418,03418.csv,0.05984100849986973,4
B0044,181,3420,03420.csv,0.07344347056971572,4
B0044,183,3422,03422.csv,0.07373739605923264,4
B0044,185,3424,03424.csv,0.06032312489727431,4
B0044,187,3426,03426.csv,0.07409611978234346,4
B0044,191,3430,03430.csv,0.060717150532954955,4
B0044,193,3432,03432.csv,0.06082844229397962,4
B0044,195,3434,03434.csv,0.060928844447982224,4
B0044,197,3436,03436.csv,0.061220387365620216,4
B0044,199,3438,03438.csv,0.06133677582691605,4
B0044,203,3442,03442.csv,0.0615021959933087,4
B0044,205,3444,03444.csv,0.0615436456229027,4
B0044,207,3446,03446.csv,0.061368282981907545,4
B0044,209,3448,03448.csv,0.061633508888739995,4
B0044,211,3450,03450.csv,0.061981030875948785,4
B0044,215,3454,03454.csv,1.4779954511171076,4
B0044,219,3458,03458.csv,1.494119871447679,4
B0044,221,3460,03460.csv,1.488007820113173,4
B0044,223,3462,03462.csv,1.4748338592717107,4
B0044,225,3464,03464.csv,1.4604378044785566,4
B0044,227,3466,03466.csv,1.452380841576719,4
B0044,231,3470,03470.csv,1.4411028883649861,4
B0044,233,3472,03472.csv,1.4300355978410688,4
B0044,235,3474,03474.csv,1.413943296719903,4
B0044,237,3476,03476.csv,1.3972667497450317,4
B0044,239,3478,03478.csv,1.3865375876825874,4
B0044,243,3482,03482.csv,1.3724753685724698,4
B0044,245,3484,03484.csv,1.3598593948812812,4
B0044,247,3486,03486.csv,1.3486733410392264,4
B0044,249,3488,03488.csv,1.3334258933205057,4
B0044,251,3490,03490.csv,1.3387793081075827,4
B0044,255,3494,03494.csv,1.3153320403016995,4
B0044,257,3496,03496.csv,1.322963328110081,4
B0044,259,3498,03498.csv,1.3086991524155074,4
B0044,261,3500,03500.csv,1.2897499583900436,4
B0044,263,3502,03502.csv,1.2906172590904164,4
B0044,267,3506,03506.csv,1.2752011253442166,4
B0044,269,3508,03508.csv,1.2686072657374579,4
B0044,271,3510,03510.csv,1.2565759973225976,4
B0044,273,3512,03512.csv,1.2486254509320867,4
B0036,0,3514,03514.csv,1.001982588175331,24
B0036,4,3518,03518.csv,1.8011007566288924,24
B0036,6,3520,03520.csv,1.8044229856020628,24
B0036,8,3522,03522.csv,1.804388833772829,24
B0036,10,3524,03524.csv,1.7989248871784247,24
B0036,12,3526,03526.csv,1.792996521672392,24
B0036,16,3530,03530.csv,1.7885507985621891,24
B0036,18,3532,03532.csv,1.7890856930727703,24
B0036,20,3534,03534.csv,1.7893137312833287,24
B0036,22,3536,03536.csv,1.7860759459480868,24
B0036,24,3538,03538.csv,1.7836324249650817,24
B0036,28,3542,03542.csv,1.7829728738072719,24
B0036,30,3544,03544.csv,1.7813775963259668,24
B0036,32,3546,03546.csv,1.7785359545932946,24
B0036,34,3548,03548.csv,1.7759043090943398,24
B0036,36,3550,03550.csv,1.7780426649905914,24
B0036,40,3554,03554.csv,1.7830029333591655,24
B0036,42,3556,03556.csv,1.7883000424613877,24
B0036,44,3558,03558.csv,1.779294712578026,24
B0036,46,3560,03560.csv,1.7709235500451854,24
B0036,48,3562,03562.csv,1.7659050180801104,24
B0036,52,3566,03566.csv,1.7826929241469245,24
B0036,56,3570,03570.csv,1.7964662072920203,24
B0036,58,3572,03572.csv,1.7909083533422898,24
B0036,60,3574,03574.csv,1.78518002808874,24
B0036,62,3576,03576.csv,1.7811343176546524,24
B0036,64,3578,03578.csv,1.7755577789223567,24
B0036,68,3582,03582.csv,1.776885870616115,24
B0036,70,3584,03584.csv,1.7713083410378214,24
B0036,72,3586,03586.csv,1.7713348840874137,24
B0036,74,3588,03588.csv,1.7660842866405053,24
B0036,76,3590,03590.csv,1.7592793663412327,24
B0036,80,3594,03594.csv,1.7610368813762423,24
B0036,82,3596,03596.csv,1.760242767365706,24
B0036,84,3598,03598.csv,1.7555899416034397,24
B0036,86,3600,03600.csv,1.7545602176655593,24
B0036,88,3602,03602.csv,1.7499108336094897,24
B0036,92,3606,03606.csv,1.7610225525303758,24
B0036,94,3608,03608.csv,1.7624094574337117,24
B0036,96,3610,03610.csv,1.7536170397120676,24
B0036,98,3612,03612.csv,1.7462044775191679,24
B0036,100,3614,03614.csv,1.7406176172769725,24
B0036,104,3618,03618.csv,1.750690404425682,24
B0036,108,3622,03622.csv,1.765112055153915,24
B0036,110,3624,03624.csv,1.7631888267564881,24
B0036,112,3626,03626.csv,1.9854929528970957,24
B0036,116,3630,03630.csv,1.7653557308133239,24
B0036,118,3632,03632.csv,1.7571880383127276,24
B0036,120,3634,03634.csv,1.7573770661844437,24
B0036,122,3636,03636.csv,1.7617376127979814,24
B0036,124,3638,03638.csv,1.7606892547636663,24
B0036,128,3642,03642.csv,1.760669562156983,24
B0036,130,3644,03644.csv,1.752963802649152,24
B0036,132,3646,03646.csv,1.750535708024147,24
B0036,134,3648,03648.csv,1.7500761995337284,24
B0036,136,3650,03650.csv,1.7465957802278385,24
B0036,140,3654,03654.csv,1.753614286788707,24
B0036,142,3656,03656.csv,1.750725029920349,24
B0036,144,3658,03658.csv,1.7433053490810113,24
B0036,146,3660,03660.csv,1.7336625052776187,24
B0036,148,3662,03662.csv,1.7319207051538927,24
B0036,152,3666,03666.csv,1.7428604522751463,24
B0036,154,3668,03668.csv,1.743306971099712,24
B0036,156,3670,03670.csv,1.738524506272696,24
B0036,158,3672,03672.csv,1.7295622663746972,24
B0036,160,3674,03674.csv,1.7273036765742085,24
B0036,164,3678,03678.csv,1.7449370491071912,24
B0036,168,3682,03682.csv,1.7642432071133693,24
B0036,170,3684,03684.csv,1.7504882032049596,24
B0036,172,3686,03686.csv,1.7442710815479923,24
B0036,174,3688,03688.csv,1.7365413923373951,24
B0036,176,3690,03690.csv,1.733223093105756,24
B0036,180,3694,03694.csv,1.73860622908762,24
B0036,182,3696,03696.csv,1.7432134953746192,24
B0036,184,3698,03698.csv,1.7332698214832971,24
B0036,186,3700,03700.csv,1.7298906291663272,24
B0036,188,3702,03702.csv,1.7204403348841348,24
B0036,192,3706,03706.csv,1.724420729012913,24
B0036,194,3708,03708.csv,1.7214872814061166,24
B0036,196,3710,03710.csv,1.7197448773569262,24
B0036,198,3712,03712.csv,1.7164304142145894,24
B0036,200,3714,03714.csv,1.7112029253299619,24
B0036,204,3718,03718.csv,1.7102343231599222,24
B0036,206,3720,03720.csv,1.713096882151029,24
B0036,208,3722,03722.csv,1.7103708617208135,24
B0036,210,3724,03724.csv,1.7064617296121434,24
B0036,212,3726,03726.csv,1.7029429979110946,24
B0036,216,3730,03730.csv,1.7072612643840062,24
B0036,218,3732,03732.csv,1.7038637196766078,24
B0036,220,3734,03734.csv,1.7079617948422274,24
B0036,222,3736,03736.csv,1.7113022833627787,24
B0036,224,3738,03738.csv,1.714122057472244,24
B0036,228,3742,03742.csv,1.7053324925701605,24
B0036,230,3744,03744.csv,1.6934609472531408,24
B0036,232,3746,03746.csv,1.6905244127230223,24
B0036,234,3748,03748.csv,1.7007774858498304,24
B0036,236,3750,03750.csv,1.6971104467944576,24
B0036,240,3754,03754.csv,1.6997924522951837,24
B0036,242,3756,03756.csv,1.6912704773954121,24
B0036,244,3758,03758.csv,1.6857127009469863,24
B0036,246,3760,03760.csv,1.6832093771286156,24
B0036,248,3762,03762.csv,1.692886364169521,24
B0036,252,3766,03766.csv,1.6984668174144633,24
B0036,254,3768,03768.csv,1.6935813413828429,24
B0036,256,3770,03770.csv,1.6830951253781283,24
B0036,258,3772,03772.csv,1.6850462226942986,24
B0036,260,3774,03774.csv,1.6803098840017598,24
B0036,264,3778,03778.csv,1.6944038437227715,24
B0036,266,3780,03780.csv,1.6955686127180103,24
B0036,268,3782,03782.csv,1.6841854728350405,24
B0036,270,3784,03784.csv,1.6722180144870118,24
B0036,272,3786,03786.csv,1.6675976965747183,24
B0036,276,3790,03790.csv,1.6781873787039017,24
B0036,278,3792,03792.csv,2.4440624320786557,24
B0036,282,3796,03796.csv,1.6913403148932205,24
B0036,284,3798,03798.csv,1.6802787096613283,24
B0036,286,3800,03800.csv,1.673147301023026,24
B0036,288,3802,03802.csv,1.6704292090032429,24
B0036,290,3804,03804.csv,1.6659903350115992,24
B0036,294,3808,03808.csv,1.664241575272447,24
B0036,296,3810,03810.csv,1.6668450767774965,24
B0036,298,3812,03812.csv,1.6594501560667536,24
B0036,300,3814,03814.csv,1.662412523067319,24
B0036,302,3816,03816.csv,1.6603526083225701,24
B0036,306,3820,03820.csv,1.6610231379633236,24
B0036,308,3822,03822.csv,1.6575187557321613,24
B0036,310,3824,03824.csv,1.6507877959674548,24
B0036,312,3826,03826.csv,1.6532570062110141,24
B0036,314,3828,03828.csv,1.6494214846772686,24
B0036,318,3832,03832.csv,1.6678591915666705,24
B0036,320,3834,03834.csv,1.670862764324967,24
B0036,322,3836,03836.csv,1.6658118164053368,24
B0036,324,3838,03838.csv,1.6532998517617,24
B0036,326,3840,03840.csv,1.6468787023528522,24
B0036,330,3844,03844.csv,1.6718953249703756,24
B0036,334,3848,03848.csv,1.6807743463585727,24
B0036,336,3850,03850.csv,1.6737717086703074,24
B0036,338,3852,03852.csv,1.6605773762487392,24
B0036,340,3854,03854.csv,1.655987781146086,24
B0036,342,3856,03856.csv,1.6468623183898439,24
B0036,346,3860,03860.csv,1.6574621175432847,24
B0036,348,3862,03862.csv,1.6603991175216894,24
B0036,350,3864,03864.csv,1.6460789092837111,24
B0036,352,3866,03866.csv,1.6408366462659327,24
B0036,354,3868,03868.csv,1.6344408920281601,24
B0036,358,3872,03872.csv,1.6374039186504212,24
B0036,360,3874,03874.csv,1.64738207540524,24
B0036,362,3876,03876.csv,1.6545646441622355,24
B0036,364,3878,03878.csv,1.640896560729935,24
B0036,366,3880,03880.csv,1.6265229979339635,24
B0036,370,3884,03884.csv,1.6217349144630457,24
B0036,372,3886,03886.csv,1.6248200059639546,24
B0036,374,3888,03888.csv,1.61880119736137,24
B0036,376,3890,03890.csv,1.6137350490334217,24
B0036,378,3892,03892.csv,1.612012823654141,24
B0036,382,3896,03896.csv,1.6671032556887178,24
B0036,386,3900,03900.csv,1.6850133383886254,24
B0036,388,3902,03902.csv,1.6786654987614698,24
B0036,390,3904,03904.csv,1.6729763502191373,24
B0036,392,3906,03906.csv,1.666489034299654,24
B0036,394,3908,03908.csv,1.6698420840710908,24
B0036,398,3912,03912.csv,1.6746744228027035,24
B0036,400,3914,03914.csv,1.6665045335145643,24
B0036,402,3916,03916.csv,1.6522220848347273,24
B0036,404,3918,03918.csv,1.6462718275099526,24
B0036,406,3920,03920.csv,1.642399234692521,24
B0036,410,3924,03924.csv,1.651178607099992,24
B0036,412,3926,03926.csv,1.6481683120281931,24
B0036,414,3928,03928.csv,1.6478887725428397,24
B0036,416,3930,03930.csv,1.635843650915682,24
B0036,418,3932,03932.csv,1.6332362811945516,24
B0036,422,3936,03936.csv,1.629926467682987,24
B0036,424,3938,03938.csv,1.6387862629287224,24
B0036,426,3940,03940.csv,1.6359654863840773,24
B0036,428,3942,03942.csv,1.631137043967566,24
B0036,430,3944,03944.csv,1.6220189720888463,24
B0036,434,3948,03948.csv,1.6416044978422155,24
B0036,438,3952,03952.csv,1.6253090231457805,24
B0036,440,3954,03954.csv,1.6196134522239483,24
B0036,442,3956,03956.csv,1.6124236174774371,24
B0036,444,3958,03958.csv,1.6077701029913394,24
B0036,446,3960,03960.csv,1.6088077531981582,24
B0036,450,3964,03964.csv,1.6083556258734268,24
B0036,452,3966,03966.csv,1.6068202519011539,24
B0036,454,3968,03968.csv,1.601770977206713,24
B0036,456,3970,03970.csv,1.594911734692208,24
B0036,458,3972,03972.csv,1.5938139125387372,24
B0036,462,3976,03976.csv,1.5920273129504596,24
B0036,464,3978,03978.csv,1.5847361549778751,24
B0036,466,3980,03980.csv,1.5763429363936798,24
B0036,468,3982,03982.csv,1.5720229174642286,24
B0036,470,3984,03984.csv,1.5729874285512353,24
B0036,474,3988,03988.csv,1.596985400389019,24
B0036,476,3990,03990.csv,1.595726023703856,24
B0036,478,3992,03992.csv,1.579500338340559,24
B0036,480,3994,03994.csv,1.5629469877520186,24
B0036,482,3996,03996.csv,1.5591129431541175,24
B0025,3,4003,04003.csv,1.847011162956716,24
B0025,5,4005,04005.csv,1.8485654344528386,24
B0025,7,4007,04007.csv,1.847111177186175,24
B0025,9,4009,04009.csv,1.8489837601535537,24
B0025,11,4011,04011.csv,1.8370120718560439,24
B0025,15,4015,04015.csv,1.817549211247137,24
B0025,19,4019,04019.csv,1.839863822522073,24
B0025,22,4022,04022.csv,1.8430595619731431,24
B0025,24,4024,04024.csv,1.8401871729536057,24
B0025,26,4026,04026.csv,1.8281265632888257,24
B0025,30,4030,04030.csv,1.8253563336445804,24
B0025,34,4034,04034.csv,1.8214180552626154,24
B0025,36,4036,04036.csv,1.830315627968932,24
B0025,38,4038,04038.csv,1.8175491643824844,24
B0025,40,4040,04040.csv,1.810901200296979,24
B0025,42,4042,04042.csv,1.8083032603084233,24
B0025,46,4046,04046.csv,1.7928016149381065,24
B0025,50,4050,04050.csv,1.812563150045885,24
B0025,52,4052,04052.csv,1.807772607491239,24
B0025,54,4054,04054.csv,1.8048055175003972,24
B0025,56,4056,04056.csv,1.800538555899242,24
B0025,58,4058,04058.csv,1.7942356098033032,24
B0025,65,4065,04065.csv,1.807409052434889,24
B0025,67,4067,04067.csv,1.7902504816962075,24
B0025,69,4069,04069.csv,1.7961223845359495,24
B0025,71,4071,04071.csv,1.7912236690350776,24
B0025,73,4073,04073.csv,1.7854822365303245,24
B0025,77,4077,04077.csv,1.7677890780323617,24
B0026,3,4083,04083.csv,1.8132504303869899,24
B0026,5,4085,04085.csv,1.8149760087078302,24
B0026,7,4087,04087.csv,1.8135354175561993,24
B0026,9,4089,04089.csv,1.815149273310334,24
B0026,11,4091,04091.csv,1.8142913014068198,24
B0026,15,4095,04095.csv,1.3863373424430125,24
B0026,19,4099,04099.csv,1.8165277958816064,24
B0026,22,4102,04102.csv,1.8085638576011063,24
B0026,24,4104,04104.csv,1.804936077644182,24
B0026,26,4106,04106.csv,1.8049315924982108,24
B0026,30,4110,04110.csv,1.717679232699393,24
B0026,34,4114,04114.csv,1.809804813280106,24
B0026,36,4116,04116.csv,1.806556213274488,24
B0026,38,4118,04118.csv,1.7938155707698507,24
